id,Title,Content,SKU,"Product Type","Parent Product ID","Product Size","Product Attributes",INGREDIENTS
1604,"Shimmer powder - Varooka","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP066,simple,0,,a:0:{},
1605,"Shimmer powder - Exite","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP042,simple,0,,a:0:{},
1606,"Shimmer powder -  Cadence","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP056,simple,0,,a:0:{},
1607,"Shimmer powder - Reluctance","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP030,simple,0,,a:0:{},
1608,"Shimmer powder - Tropic","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP065,simple,0,,a:0:{},
1609,"Shower Gel Grapefruit & Mint","EO® Grapefruit and Mint Shower Gel gently cleanses with pure Essential Oils and organic herbal blends to soothe and nourish skin. The proprietary EO® Regenerating Complex channels the Isoflavones and key Active Components found in Iris Rhizome, Papaya and Centella Leaf extracts. Together these key actives promote skin renewal and health. Our richly foaming Coconut Oil Cleansing Complex gently cleanses without drying. Glycerin, Allantoin, Panthenol, natural humectants and moisturizers, hydrate and nurture skin.",EO090757,simple,0,,a:0:{},
1610,"Moisturizing shower gels - Sandalwood","These shower gels moisturize as they clean so your skin feels soft and smooth all day. The exclusive formulas combine natural colloidal oatmeal, rich emollients and gentle cleansers. The oatmeal binds moisture to the skin soothing it and leaving it itch-free. Use as a body wash in a shower or even a shaving gel.<BR/><BR/>TIP -- Use ShiKai Moisturizing Gels in a tub. Youngsters love the bubbles.<BR/><BR/>&nbsp;-Rich in aloe vera &amp; colloidal oatmeal. <BR>&nbsp;-Gentle, soap-free formulas. <BR>&nbsp;-Safe for baby's and children's tender skin. <BR>&nbsp;-Leaves skin noticeably softer &amp; healthier .<BR/><BR/>355 ml",SHI36307,simple,0,,a:0:{},
1611,"Moisturizing shower gels - Pomegranate","These shower gels moisturize as they clean so your skin feels soft and smooth all day. The exclusive formulas combine natural colloidal oatmeal, rich emollients and gentle cleansers. The oatmeal binds moisture to the skin soothing it and leaving it itch-free. Use as a body wash in a shower or even a shaving gel.<BR/><BR/>TIP -- Use ShiKai Moisturizing Gels in a tub. Youngsters love the bubbles.<BR/><BR/>&nbsp;-Rich in aloe vera &amp; colloidal oatmeal. <BR>&nbsp;-Gentle, soap-free formulas. <BR>&nbsp;-Safe for baby's and children's tender skin. <BR>&nbsp;-Leaves skin noticeably softer &amp; healthier .<BR/><BR/>355 ml",SHI36309,simple,0,,a:0:{},
1612,"Shower Gel French Lavender","EO® French Lavender Shower Gel gently cleanses with pure essential oils &amp; organic herbal blends to soothe &amp; nourish the skin. The proprietary EO® Moisturizing Complex is a sophisticated blend of extracts from Hops and Fig Amino Acids to provide essential elements for efficient skin hydration and softening. Our richly foaming Coconut Oil Cleansing Complex gently cleanses without drying. Glycerin, Allantoin, and Panthenol, natural humectants and moisturizers, hydrate and nurture skin.",EO090740,simple,0,,a:0:{},
1613,"Moisturizing shower gels - Gardenia","These shower gels moisturize as they clean so your skin feels soft and smooth all day. The exclusive formulas combine natural colloidal oatmeal, rich emollients and gentle cleansers. The oatmeal binds moisture to the skin soothing it and leaving it itch-free. Use as a body wash in a shower or even a shaving gel.<BR/><BR/>TIP -- Use ShiKai Moisturizing Gels in a tub. Youngsters love the bubbles.<BR/><BR/>&nbsp;-Rich in aloe vera &amp; colloidal oatmeal. <BR>&nbsp;-Gentle, soap-free formulas. <BR>&nbsp;-Safe for baby's and children's tender skin. <BR>&nbsp;-Leaves skin noticeably softer &amp; healthier .<BR/><BR/>355 ml",SHI36306,simple,0,,a:0:{},
1614,"Moisturizing shower gels - Yuzu","These shower gels moisturize as they clean so your skin feels soft and smooth all day. The exclusive formulas combine natural colloidal oatmeal, rich emollients and gentle cleansers. The oatmeal binds moisture to the skin soothing it and leaving it itch-free. Use as a body wash in a shower or even a shaving gel.<BR/><BR/>TIP -- Use ShiKai Moisturizing Gels in a tub. Youngsters love the bubbles.<BR/><BR/>&nbsp;-Rich in aloe vera &amp; colloidal oatmeal. <BR>&nbsp;-Gentle, soap-free formulas. <BR>&nbsp;-Safe for baby's and children's tender skin. <BR>&nbsp;-Leaves skin noticeably softer &amp; healthier .<BR/><BR/>355 ml",SHI36305,simple,0,,a:0:{},
1615,"Everyone Soap French Lavender",,EO121512,simple,0,,a:0:{},
1616,"Moisturizing shower gels - Starfruit","These shower gels moisturize as they clean so your skin feels soft and smooth all day. The exclusive formulas combine natural colloidal oatmeal, rich emollients and gentle cleansers. The oatmeal binds moisture to the skin soothing it and leaving it itch-free. Use as a body wash in a shower or even a shaving gel.<BR/><BR/>TIP -- Use ShiKai Moisturizing Gels in a tub. Youngsters love the bubbles.<BR/><BR/>&nbsp;-Rich in aloe vera &amp; colloidal oatmeal. <BR>&nbsp;-Gentle, soap-free formulas. <BR>&nbsp;-Safe for baby's and children's tender skin. <BR>&nbsp;-Leaves skin noticeably softer &amp; healthier .<BR/><BR/>355 ml",SHI36311,simple,0,,a:0:{},
1617,"Moisturizing shower gels - Cucumber Melon","These shower gels moisturize as they clean so your skin feels soft and smooth all day. The exclusive formulas combine natural colloidal oatmeal, rich emollients and gentle cleansers. The oatmeal binds moisture to the skin soothing it and leaving it itch-free. Use as a body wash in a shower or even a shaving gel.<BR/><BR/>TIP -- Use ShiKai Moisturizing Gels in a tub. Youngsters love the bubbles.<BR/><BR/>&nbsp;-Rich in aloe vera &amp; colloidal oatmeal. <BR>&nbsp;-Gentle, soap-free formulas. <BR>&nbsp;-Safe for baby's and children's tender skin. <BR>&nbsp;-Leaves skin noticeably softer &amp; healthier .<BR/><BR/>355 ml",SHI36302,simple,0,,a:0:{},
1618,"Everyone Soap For Kids - Tropical Coconut Twist 32 oz",,EO220031,simple,0,,a:0:{},
1619,"HD Foundation Primer 30 ml","<p>Bellapierre Paraben free HD Makeup Primer was developed to treat dryness, fine lines, excess oil, and enlarged pores. Our mineral-infused formula glides on with no tacky feel to provide a skin-smoothing complexion prior to applying Bellapierre Mineral Foundation SPF 15 f for a seamlessly flawless face.<br><br> Weight: 30ml<br> Period After Opening: 24 months<br> Reduces shine in oilier skin types<br> Suitable for all skin types </p><p>Ingredients</p><p>Dimethicone/Vinyl Dimethicone Crosspolymer, Cyclopentasiloxane, Fumed Silica</p><p><br></p>",BPPRIM,simple,0,,a:0:{},
1620,"Precious Exfoliating Peel 24K Gold","<p>Bellapierre PRECIOUS 24k Exfoliating Facial Peel is designed to gently slough off dead skin cells and impurities that can clog pores and result in a multitude of skin problems. This all-natural peel features ultra-fine 24 karat gold powder and crushed cranberry seeds that are perfect for exfoliation without being too abrasive. Reveal brighter, smoother, and more luminous skin after every use.<br><br> Net weight: 50G/1.76 OZ<br> Period after opening: 24 Months </p><p>Aqua (Water), Cetrimonium Chloride, Alcohol, Propylene Glycol, Carbomer, Glycerin, Vaccinium Macrocarpon (Cranberry) Seeds, Sodium Chloride, Hydrolyzed Soy Protein, Hydrolyzed Oat Protein, Glycine, Natural Gold Powder, Yellow #6 (CI15985), Red #50 (CI16035</p>",BPPSC012,simple,0,,a:0:{},
1621,"Tahitian Gardenia Spray Perfume","This heady, vintage-inspired blend showcases the sacred Gardenia bloom, a symbol of love, unity, grace and strength. It's sweet, smooth and slightly citrusy aroma is reminiscent of Jasmine, Sweet Orange and Tea Leaves.<BR><BR>Fun, fresh and fantastic, Pacifica Spray Perfume is made with natural, pure grain alcohol (corn-sourced and gluten-free) and Pacifica's signature perfume blends with essential and natural oils. In heady and lusciously rich Tahitian Gardenia, it's sexy, easy to wear and lovely to layer!",PAC24000,simple,0,,a:0:{},
1622,"Hawaiian Ruby Guava Spray Perfume","Inspired by a surfing trip to Hawaii, this sexy and sultry tropical blend combines sweet, berry-like notes of Guava with a bright, citrusy top note of Pomelo and a warm and subtle Coconut base.<BR><BR>Fun, fresh and fantastic, Pacifica Spray Perfume is made with natural, pure grain alcohol (corn-sourced and gluten-free) and Pacifica's signature perfume blends with essential and natural oils. Like Hawaiian Ruby Guava's sweet scent of paradise, it's sexy, easy to wear and lovely to layer!",PAC37000,simple,0,,a:0:{},
1623,"Island Vanilla Spray Perfume","Inspired by the unique magic of Tahitian vanilla, this sensual blend sets sweet and sultry vanilla absolute, with honey-jasmine notes and a touch of fruitiness, against a deep and beautiful base of tea.<BR><BR>Fun, fresh and fantastic, Pacifica Spray Perfume is made with natural, pure grain alcohol (corn-sourced and gluten-free) and Pacifica's signature perfume blends with essential and natural oils. Icy and mysterious in Island Vanilla, it's sexy, easy to wear and lovely to layer!<BR>",PAC03000,simple,0,,a:0:{},
1624,"Brazilian Mango Grapefruit Spray Perfume","A cross between Peach and Apricot with Pineapple undertones, this delicious blend mingles sultry, fleshy Mango with bright, tart Grapefruit. Reminiscent of summer.<BR><BR>Fun, fresh and fantastic, Pacifica Spray Perfume is made with natural, pure grain alcohol (corn-sourced and gluten-free) and Pacifica's signature perfume blends with essential and natural oils. In luscious and tropical Brazilian Mango Grapefruit, it's sexy, easy to wear and lovely to layer!",PAC08000,simple,0,,a:0:{},
1625,"Mediterranean Fig Spray Perfume","Earth meets ocean in this green, full-bodied blend with Sweet Fig, Palm, Cyclamen, Moss and Clove, all set in a luscious Sandalwood base. Sensuous and complex, it's a wonderfully imaginative take on classic fig.<BR><BR>Fun, fresh and fantastic, Pacifica Spray Perfume is made with natural, pure grain alcohol (corn-sourced and gluten-free) and Pacifica's signature perfume blends with essential and natural oils. Complex and sexy in Mediterranean Fig, it's lovely to layer, easy to wear and wonderful on both men and women!",PAC22000,simple,0,,a:0:{},
1626,"Persian Rose Spray Perfume","Our blend of Bulgarian rose, subtle violet, myrrh and delicate fruit is a nod to the floral empire of the Persians, the kings of perfume in the 9th century. Spiritual, elegant and classic.<BR><BR>Fun, fresh and fantastic, Pacifica Spray Perfume is made with natural denatured alcohol and Pacifica's signature fragrance blends with essential and natural oils. Classic and elegant with Bulgarian rose, subtle violet, myrrh and delicate fruit.",PAC26000,simple,0,,a:0:{},
